Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,380.7206472,354.8137816,334.4875794,344.8288458,353.0035525,373.0321065,394.1724309,412.7291431,442.9874543,474.6833585,532.66512,567.4105419,635.9635987,766.0883238,814.7052622,934.897581,1121.340684,1391.669859,1554.709208,1734.433142,2022.110649,1069.140709,1033.896359,1535.350717,1727.181413,1756.858105,1955.702554,2033.669135,2059.309157,2274.431575,2391.302218,2255.455651,2631.99031,2884.847998,3081.86803,3338.822979,3292.773898,3483.555227,3743.130436,4104.363689,4062.322308,4104.184083,4145.586093,4245.677021,4441.41216,4700.014926,5228.025413,6024.078487,6736.167819,6546.565554,7985.951035,8963.680052,9733.396931,10461.57682
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,457.464712,485.8159339,502.9188124,524.2076569,556.4514986,589.7157042,630.4580258,668.0739255,656.4607387,706.1800421,767.9045967,825.0747887,943.8245685,1018.713812,1308.827264,1514.113645,1536.524685,1767.305524,1780.468173,2015.965899,2447.787638,2671.207772,2928.952734,2930.723135,2762.13274,2698.074456,2436.332265,2601.216972,2744.02536,2790.986323,2963.161513,2893.255814,2820.808555,2946.606975,3100.070437,3373.307248,3640.227219,4034.955874,4392.103688,4635.606084,4989.638327,5101.64498,5347.468785,5705.486738,6232.617495,7021.166542,7841.598374,8667.567483,9822.358652,8208.604254,8699.510835,9373.26122,9586.922894,9932.553246
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,653.2329198,779.5590521,901.3718979,1088.45403,1224.423307,1380.250163,1444.802251,1474.482088,1837.50213,2003.05496,2024.660035,2038.628861,2111.053464,2227.983435,2399.84399,2273.283201,2382.60117,2455.24751,2645.610163,2577.237924,2706.975485,2280.248305,2057.220667,2071.510891,2621.135778,2790.070088,2283.564629,2305.927831,2330.81411,2559.92822,2749.463492,2841.176483,3003.288468,3201.250272,3398.620012,3786.875329,4677.709014,5193.484286,5385.740727,5494.925311,5688.666732,6092.613902,6448.155635,6789.849597
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30190.66868,,,,,,,,,,64104.7516,,,,,,,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.3298238,1157.411533,1476.247927,1929.399991,2559.227555,4232.022939,4033.240478,4122.784499,4091.048498,4258.743589,4488.287003,5642.631476,6690.577975,7645.629767,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15233.34168,15105.21006,14169.7202,15035.90525,15208.77246,14307.35353,14723.21047,15988.27504,20110.12017,23578.42935,24738.00939,26455.13237,30915.48639,34950.3513,31673.45771,30438.90019,31836.61951,28868.27382,27910.61983
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3901.525437,2867.229425,3338.655158,3916.051656,4583.584499,5765.048439,6473.435452,5980.258304,6447.463539,6293.304387,5994.528277,6594.717465,8011.898074,9741.058384,11667.63212,13317.72983,15159.14115,18333.9459,22649.37934,19698.49209,19763.9638,21656.94142,19640.92866,19813.87157
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2750.719742,3180.055927,3795.566081,5027.660309,5617.741721,6212.763127,6609.753392,7653.884711,9446.166785,11238.34067,12092.38185,10170.44628,9876.228232,9827.022409,9277.932299,9393.891691,13410.8971,16614.4101,17863.4379,17697.16351,22219.57253,23269.3818,26333.53744,25488.51952,27087.55845,31729.69976,30564.24781,27045.71913,27340.67288,26795.99113,23718.7467,23687.31689,25205.16445,30359.95215,34165.93403,34696.62092,36447.87232,41814.8191,45699.19832,41732.70725,41788.04479,45936.08126,44010.93139,45600.77451
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,805.2271503,,768.942887,756.3926457,732.3063351,768.8000207,757.2259706,762.3768343,729.0950138,756.5869605,752.8997583,733.8133989,733.143646,736.5033302,754.3497353,762.8838243,779.7667866,792.9638513,822.0970501,867.68359,910.3645074,974.5642374,1060.81494,1234.013356,1279.251948,1358.4605,1472.014205,1586.780133,1683.429923
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,495.4348766,608.4452858,591.2242638,784.7250668,878.5093047,958.544202,1069.243137,1210.646723,1338.745022,1534.735667,1745.911811,2003.912077,2152.86027,2344.944441,2546.783072,2701.671727,2814.669124,3018.820482,3139.224475,3323.369413,3473.648555,3676.516625,3830.229979,4819.899954,4925.629692,4837.631934,4997.16258,5329.135796,5250.352561,5522.285618,5953.548718,6463.624217,6891.460797,6937.256084,7023.353428,6768.294416,7036.548388
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,1364.51716,1503.537013,1681.029913,1775.370385,2013.243077,2243.931595,2443.259791,2644.786647,2712.6124,3068.236741,3421.989912,3792.599722,4601.006193,6065.39676,6719.240665,7954.974162,8753.249763,9760.677372,11810.03304,13740.96719,13833.12352,11984.01376,11707.41026,11768.65525,11478.44293,12167.45435,17146.70436,21289.16349,22441.08739,21799.27814,26861.79959,26960.9771,29526.1666,27553.12203,29992.22147,35351.38071,35650.72434,32835.92877,33368.15485,33440.80162,30743.55917,30751.64946,33228.69291,40458.77064,46487.51491,48816.83586,52041.00297,58501.13832,64181.99467,57895.50122,57647.66876,61304.0612,57636.12531,59818.63153
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,204.126211,192.0266541,234.0344807,258.5589678,272.913856,228.9535937,245.8903522,250.8540991,253.9043291,281.1892718,329.8606475,359.8270308,417.5057012,479.5439434,582.8502645,698.9021801,748.2681646,847.6003198,861.257829,968.792797,1141.451328,1222.661485,1310.1236,1387.320754,1626.43196,777.4219631,923.8795136,861.4006808,778.5101827,949.4036196,984.6914396,1327.450694,1510.022075,1704.850697,1871.667431,2072.68444,2258.258259,2400.193377,2551.907789,2575.563881,2802.424044,2862.16308,3008.469048,2372.629772,2421.093882,3681.065415,3836.475649,4637.239959,4996.942663,4933.94305,5441.965749,5820.3963,5967.000984,5968.669476
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,244.8237353,213.4850478,171.2091366,225.5298034,236.6091817,248.3801423,234.1907754,252.4203034,280.2706474,300.9842928,334.2595552,339.3840009,439.7310731,551.4344549,813.0499102,931.1055853,1031.303374,1185.510624,1447.617643,1771.965505,2189.775719,2223.696912,2197.110595,2298.884028,2452.664249,2567.495521,2740.65417,2790.474907,2402.825462,2202.558118,2394.420608,1721.582067,1766.065919,1797.541804,1499.984092,1444.907936,1596.006859,1611.961948,1588.421338,1580.957569,1757.011974,1732.958517,1774.292021,2094.893302,2600.00652,3102.037384,3467.54474,3939.559939,4912.251941,3875.822095,4473.486446,5447.403976,5583.61616,5491.614414
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,89.31963875,78.42848646,70.86722452,74.80013692,84.74227612,96.53938138,102.7731687,97.03012775,95.45976117,104.3176792,113.1553102,118.3485173,130.8587032,161.1573505,178.3005119,196.5717035,196.3219701,223.4903108,214.3266848,244.661527,279.1005124,294.1521549,301.5496415,310.786516,330.7715298,356.1005451,347.8939301,337.7456862,371.1492999,395.8208688,418.0555399,448.6255297,494.7927685,528.9308053,628.207293,765.7360998,868.8751244,889.0556621,805.2682392,876.158992,955.565056,1008.37241,1105.90758,1239.224287,1425.302733,1634.458666,1951.102125,2448.782256,3073.25589,3306.329688,3980.068815,4828.464855,5346.713375,5846.796483
East Asia & Pacific (all income levels),EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,146.814138,146.9563584,148.295256,161.4422133,181.4009833,197.3048219,214.9592697,227.3854776,244.6689169,274.5169402,313.5817269,339.1155588,410.6927978,529.596152,597.4289813,641.8130498,694.2998736,814.9544017,1013.148541,1084.601793,1156.036285,1258.397573,1211.716056,1264.790349,1335.645289,1394.470017,1787.6703,2056.919572,2438.017525,2512.042727,2591.048325,2878.155026,3100.630025,3430.755972,3781.713883,4219.530814,4010.625689,3809.142377,3359.529672,3713.632112,3971.126733,3661.749025,3693.295979,4028.725054,4483.928288,4738.704291,4995.296309,5561.509738,6370.18457,6513.67085,7550.878056,8685.08246,9239.313389,9273.362075
Europe & Central Asia (developing only),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.514272,1391.192538,1518.772409,1728.065301,1591.230529,1524.700637,1565.053028,1276.476758,1465.139832,1518.221695,1597.10941,1915.892362,1733.692853,1756.355098,1553.827539,1793.003729,2276.237444,2905.961278,3600.721681,4198.34402,5326.858434,6358.227713,5265.670708,5963.384152,6633.399854,6738.006507,7183.495353
Europe & Central Asia (all income levels),ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,648.217249,682.1491231,737.1117195,803.4222666,879.6728086,946.881127,1019.09797,1086.643798,1123.65104,1223.398152,1365.690981,1528.47229,1816.118843,2288.190325,2565.485139,2975.123689,3070.210975,3455.85903,4189.555812,5091.813231,5728.599548,5064.412022,4851.592803,4679.759804,4470.58699,4599.802385,6239.278482,7663.374288,8478.157571,8611.752847,10481.58292,10777.01891,11511.20278,10541.70628,11000.74863,12548.27334,12791.3136,12110.06547,12396.16126,12237.97435,11515.07646,11618.53436,12690.06582,15428.06225,17937.08424,19047.64511,20557.71565,23949.842,26189.11321,22957.35546,23433.1527,25700.80511,24610.65682,25513.46454
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,222.2669606,209.3518355,199.1730118,209.6175194,226.719814,454.6654658,449.3984329,458.7800829,450.5709731,527.5000328,471.3865364,440.7576814,495.5875629,588.5972465,970.7355723,1106.518162,1266.390725,1495.252943,1574.561037,1823.72323,2241.788882,2665.31225,2374.598823,1993.034709,1916.704672,1895.770307,1651.493678,1467.301999,1340.142383,1392.2321,1491.402557,1623.989557,1690.154667,1729.373709,2028.198277,2135.634119,2159.150629,2361.59952,2300.407505,1584.463443,1451.290776,1903.741868,2183.967465,2440.469164,2708.558293,3021.942767,3350.784142,3590.711513,4274.940821,4255.555563,4657.301737,5223.377575,5702.168288,6051.611129
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,165.569397,168.6470774,171.8964564,183.7201259,201.5898028,220.7067235,232.4451885,241.4170989,259.5831097,238.3982294,296.1330823,338.4233974,362.4783077,359.3461392,428.8576172,528.3084445,526.3672894,561.1077421,601.1330923,637.5756834,702.5903667,707.0255076,776.4031586,653.602232,720.4100574,764.7606811,640.8505135,710.3624068,774.9108673,846.9980739,963.5573128,1063.433416,1211.290308,1286.793514,1351.61401,1461.018259,1402.759854,1238.926558,1147.781713,1071.323339,1196.733309,1409.177875,1681.314481,2061.612772,2349.286865,2668.035988,2816.666943,3226.131379,3264.450063
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,924.571393,1008.478502,1108.797405,1232.264642,1358.085777,1468.74224,1588.518063,1713.554594,1824.99827,2002.782135,2232.01424,2515.941816,3019.34367,3894.622964,4390.996964,5065.266772,5261.495448,5959.85101,7266.047948,8767.452303,9781.213803,8468.511073,8177.498585,7962.05221,7624.803028,7818.682325,10945.59694,13501.07406,14797.9125,15049.65282,18850.1713,19525.4966,21446.28603,19568.00145,20613.64104,23737.73282,23969.42695,21866.28459,22423.62229,22263.24699,20209.66203,20445.61006,22130.58902,27158.50062,30979.57721,31982.15062,33794.47896,38709.41919,42224.92203,38479.06585,37608.91573,40431.86559,37591.9339,38938.40207
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.9520615,148.4927896,168.9040979,182.6796051,216.5541708,210.5402575,223.3968966,200.8718442,199.8131951,205.8460357,192.5076432,221.5268127,272.8328326,262.0745298,281.3750173,299.1114518,306.6651439,404.196309,451.4266933,544.4624311,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1208.996662,1359.769397,1709.193718,2252.513857,2759.53995,3221.586396,3288.457395,3631.821552,4343.710272,5753.02733,6200.33627,5359.143246,5151.553993,4472.088239,4483.851955,4693.075589,6504.072932,8228.719635,9689.538858,10662.92425,13773.3657,14782.0389,16105.41873,13362.01835,13465.37783,15561.97275,16236.77168,14872.56589,15534.35989,15859.08603,14787.75606,15359.10844,17019.53541,21495.70741,24918.64584,26510.71745,28482.60948,32709.40104,35578.73619,32333.4661,30737.83227,31832.23808,28647.83524,29370.66387
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044.379109,3352.73025,3619.946704,4052.292672,4148.060458,4070.031904,4498.958704,5308.346961,7174.240792,8850.46785,10338.31726,12595.41484,16586.40796,18094.5474,14726.31391,14641.40314,17453.75376,17490.99313,19155.42125
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,202.9434642,207.7008446,223.9422521,205.0033994,232.5103291,233.9495665,242.173582,242.9136122,247.1611913,253.3479607,270.4403309,203.3416396,165.1281267,125.1288855,133.8986024,144.692935,141.0535555,124.6775752,119.2999888,124.0509505,120.3531152,111.5311693,119.0586588,135.9763619,161.8769539,194.0779937,243.6288455,325.7949007,380.264841,341.8589562,355.5889915,469.7923039,503.9026066
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,876.477907,946.1441532,1024.503361,1118.634765,1228.940113,1327.32335,1427.916239,1523.321832,1572.771468,1716.385694,1934.034792,2176.312543,2589.652748,3268.971692,3653.956233,4237.675769,4368.214039,4925.950752,6011.222251,7313.10471,8313.761366,7328.201746,7034.358172,6802.731131,6516.122759,6719.53637,9188.4201,11337.7972,12606.4255,12826.10973,15852.78932,16419.9823,17840.43132,16213.59954,17178.55036,19680.02914,20087.58055,18913.19778,19550.61009,19481.37033,18076.50361,18244.96074,19846.63204,24093.99863,27724.82297,28889.23198,30710.31985,35379.11,37923.73829,33820.02165,33598.75407,36245.7526,34150.71092,35408.09726
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.2529024,576.8135271,541.1479398,531.3238999,471.3798945,493.1407891,517.3512585,547.5908301,528.1236987,555.5311917,627.2468426,575.3933553,545.0578171,599.5221816,671.7222573,793.9621136,906.0218353,1099.805338,1361.0895,1217.114522,1379.678089,1430.453809,1604.18942,1584.174313
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2467.476347,2718.207552,3180.005873,4176.272761,5301.542778,6260.191279,6744.696982,7074.35653,7634.482408,9339.177076,11232.27456,10934.56809,10945.27734,10505.83366,10841.56713,11405.93365,14962.25536,18580.65865,22056.70175,23983.84575,28380.54891,25503.21521,22337.48712,17617.03044,20305.58355,26273.4659,25777.6413,24676.49708,25989.4075,26178.79178,24253.25042,24913.24452,26834.02625,32816.16088,37636.11173,38969.17163,41120.67651,48288.5491,53401.31487,47107.15571,46205.16601,50787.56498,47415.55987,49492.82806
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,285.5597939,287.3471771,291.5558315,296.7886456,310.8880731,317.0722638,316.1762679,333.3105543,334.650807,357.4587473,422.4135104,466.0437579,583.3531542,768.7356808,987.979665,1186.746054,1182.17059,1202.713774,1360.863562,1640.67041,1893.043685,1898.589056,1786.923962,1638.642109,1681.974016,1603.582208,1795.605327,1632.073424,1535.411939,1632.138291,1834.994609,1881.580135,2057.3984,2166.058463,2383.91826,2540.751518,2714.24312,2641.06808,2070.168433,2408.165466,2076.013308,2038.899241,2259.055796,2835.980917,3332.91446,3658.617477,3750.034991,4079.228842,4178.321691,3369.855205,3651.958291,4351.919334,4550.267095,4765.658997
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1338.299606,1440.55433,1585.917267,1752.964403,1919.266718,2042.240384,2189.670888,2346.362952,2532.314748,2725.217643,2862.469268,3173.840026,3857.37279,4965.854769,5317.61951,6672.511388,6846.352197,7513.344973,9248.441631,11170.46017,12712.6014,11110.55977,10505.73547,10005.15167,9432.292357,9775.339435,13557.14722,16324.39356,17696.51115,17704.95898,21795.23783,21782.4162,23937.05692,22503.26085,23625.529,27037.97213,27015.25896,24359.42506,25101.36874,24799.29601,22465.64184,22527.31775,24275.2426,29691.18158,33874.74255,34879.72633,36544.50853,41600.58397,45413.06571,41631.13141,40705.76623,43807.4759,40850.35237,42627.65244
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24502.25752,24550.38973,22850.44296,24566.06384,26731.13714,31098.09,35008.16852,35808.82986,40617.30498,46878.11546,49625.47867,46429.92063,47381.52276,50910.43405,48695.17118,54117.84438
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1320.062471,,,1275.867558,1296.320981,1355.140187,1436.906824,1528.064694,1682.186235,1756.202422,1908.848629,1909.350632,2065.004277,2019.952558,1906.809762,2029.326657,2046.791518,2170.960626,2239.916954,2257.773665,2293.579614,2247.837673,2352.639409,2393.936412,2435.199848,2501.527682,2669.375054,2838.448547,2998.642197,3147.679202,3044.077373
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,283.3976261,332.5001039,358.5609752,299.2237477,411.7654403,425.2942386,453.1275351,490.3023863,520.3746471,550.2802234,548.7070836,634.3119602,702.1497233,1157.143408,2425.335564,3320.80936,4533.787058,4138.784645,3439.416049,4258.69815,5869.231153,5166.27246,4717.907857,4309.02475,4407.257084,4023.55255,3990.014751,3742.596782,4253.597588,4517.801212,6250.643217,5523.03492,5566.794726,4245.514245,3958.738282,4564.269382,5107.316881,4656.967909,3821.808554,3878.031853,4115.036784,3981.858786,4119.154596,4929.322637,5755.959504,6865.323497,7206.968408,8632.756951,10523.27025,8061.569276,9312.049463,11530.1472,10642.43225,10658.77273
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1380.306241,1452.544709,1513.651449,1592.614477,1729.399978,1850.954769,1959.62783,2023.627564,1896.386749,2032.34701,2347.544318,2649.801514,3030.432514,3426.276221,3665.862798,4299.745618,4138.167788,4681.439932,5976.938169,7804.762081,10032.06208,9599.306222,9146.077357,8691.518813,8179.194441,8652.216542,10611.11221,13118.58653,15987.16808,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,21330.27625,22462.50943,24803.14743,26281.04775,26675.9156,26400.65644,25980.22038,28301.20833,32575.09196,38305.87269,40047.90597,42534.30626,48428.15745,45195.15693,37166.27597,38292.87113,41020.37696,41294.5148,42294.89012
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.640122,1314.67067,757.2235485,550.0155426,517.0870879,569.0181381,670.4611048,774.6802033,805.2726845,628.8656516,691.9977101,733.9704142,779.3845935,928.0108227,1207.367228,1530.057521,1872.680416,2492.12878,3174.949001,2706.595344,2964.477034,3725.063221,4142.869175,4274.376857
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,182.9792462,189.7132146,195.1200161,210.9689785,230.4312919,266.3187149,269.4592356,216.8414796,202.761861,233.6512698,257.6520315,273.8227964,232.5398623,263.685964,301.3666732,285.8294666,275.8779229,312.9993439,353.7091805,381.0364486,411.5180309,379.7976753,351.3192057,341.0870733,358.3965861,354.2197113,437.0889481,376.4604229,375.225019,368.998198,402.5888817,438.5203726,414.5616397,375.0653336,333.217825,385.7252602,403.9197548,392.2518164,416.3262485,419.8855509,264.7025762,275.4723721,311.616825,375.8807045,426.1592342,501.7240746,929.7266286,1099.022313,1234.0799,1095.503232,1323.099141,1587.190873,1641.825922,1827.101368
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0638254,379.8169354,429.7367943,421.945806,441.925744,473.5100491,486.5106787,458.2536496,448.9177672,469.7619073,476.2003677,454.1618447,422.2820159,400.2715164,340.414229,316.3823077,323.6278426,371.3209593,387.3679616,303.7609661,296.1745763,407.2065722,433.0747552,430.1999535,430.0564739,447.7909893,487.3457142,521.5389059
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,108.3152949,112.1562637,96.7327567,103.6455317,116.9211366,121.0983413,124.6718809,153.4886905,189.5059533,221.0499974,209.1491166,250.2509742,302.6212047,353.9478985,398.8952297,349.7919707,333.3089006,317.0485014,252.9447451,308.3285321,242.1689195,274.3653225,316.3157145,322.4433777,345.8546784,727.0369581,729.0545386,748.8302523,720.1160037,737.5087333,774.0526743,713.2061834,725.0082309,682.9657145,637.1055215,542.5042831,442.186688,360.6773244,414.9810528,433.2915831,440.3139384,519.9547093,608.6464388,549.5395067,562.5681661,516.984255,504.9890138,484.1126877
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,110.6076115,108.351588,118.8196838,118.9258951,129.1224655,139.9977651,141.9094789,142.7360884,149.7085677,142.120157,130.1984392,178.479157,186.9972802,180.8703739,149.8076551,152.2383441,134.8030657,175.9979691,162.8351424,206.3745503,230.9791211,238.0602812,204.8627264,209.6835936,203.9803922,215.0663616,224.0417856,217.7111121,163.8000811,174.2967664,281.4036603,291.9505319,303.0118619,339.8607487,370.9340773,401.147289,395.9779939,455.4358578,553.4565058,517.1470466,518.5983608,659.48378,559.224752,538.7338705
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,35.36772681,41.53452289,48.01815873,240.3186516,250.8803136,256.0408112,233.8553927,230.2140113,228.0174922,227.9520375,238.0057119,309.4646966,377.2626888,437.7755347,453.6417187,471.915481,,,229.5636127,157.6902592,176.261327,162.6743032,170.5273456,197.5737336,231.3643932,271.9154293,283.6052653,241.5261542,297.1128769,284.0969004,333.3667863,325.1552814,232.7047551,316.4025059,501.166419,921.8521526,746.8571691,1209.937695,1970.251229,2661.421479,3182.767874,4234.602086,7276.075656,13129.59818,14162.05489,16186.17321,23347.66085,14451.52422,17441.09255,22944.92629,23278.23006,21497.89443
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,533.6863812,597.287321,630.6139413,701.6204178,784.9543484,888.9219979,981.6523945,1052.120993,1134.356151,1284.212316,1494.387855,1652.326599,1899.675273,2502.814358,2828.748432,3153.235306,3390.545484,3886.374253,4694.633683,5705.949274,5893.66181,5380.267683,5579.234772,5019.878653,4852.565728,4813.71118,5656.505356,6564.884503,7598.028053,7846.678164,9600.18513,10188.36978,11176.45844,10401.98299,11091.28386,12959.32432,13749.11515,13427.83249,13472.13764,13245.18946,12076.38614,12538.17883,14110.31339,18477.57841,21955.10409,22551.73574,24801.15781,28827.32636,31997.28201,29710.9703,26919.36164,25914.68155,22242.68193,21842.70331
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,591.2406586,758.3714714,884.2037849,939.4500622,970.3437741,1022.97352,1054.49109,1118.447766,1283.304562,1438.011589,1682.712256,1881.783446,2199.488628,2295.976222,2504.487796,2581.401578,2545.820627,2633.499771,2755.990307,2923.249453,3015.483221,3364.344384,3742.366572,5117.539563,5109.958715,5292.232379,5773.299151,5836.120212,6754.381175,6764.722867,7322.526171,7946.638501,7394.946194,7365.666535,7410.761115,7583.546304,7956.141831
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1498.276493,1876.504224,2196.714337,2860.280688,3432.705941,4257.912574,4844.656251,5713.963017,7235.516837,8480.761995,9483.102968,8544.098311,7813.651595,7988.178239,7198.70804,7760.834508,11271.33304,14554.35208,16397.95019,16813.74145,18326.92852,18315.31561,18768.8265,16797.35739,18124.10076,21665.83081,21422.46222,19145.61441,20496.5798,20170.32276,19004.00345,19275.43281,20652.84127,24706.29193,28416.77767,28985.39087,31902.50475,36070.91982,40863.25732,41097.55636,40193.66603,44010.33322,41471.65588,42827.80827
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,252.8373093,253.9336249,262.4995438,282.0687334,282.3610919,281.5868735,286.2182231,291.1014872,313.8482393,325.2111863,351.0723194,355.8376887,366.2256088,435.3115565,520.9193919,584.4696418,681.22354,832.9394761,898.7812133,995.5445539,1106.77226,1177.432676,1161.0033,1173.778693,1196.641733,1197.616691,869.1743363,831.1330987,898.297452,940.7669226,835.2990465,1002.248027,1085.426709,1156.173389,1284.646821,1415.121845,1487.102697,1636.213168,1741.402186,1605.528019,1650.365959,1561.595765,1692.963776,1743.166101,1860.988729,2064.047183,2241.005028,2472.389127,2774.31806,2617.112192,2805.951392,3166.582523,3278.629083,3432.022106
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,301.6830943,319.3104405,324.6134185,283.9902787,306.3561659,327.86312,345.3039804,372.2941603,337.8338637,362.5348647,385.0129608,400.7467914,400.7101571,425.9114172,594.2734739,668.4864997,605.1067365,590.0491183,655.7970686,678.5923086,766.8309997,724.0533748,613.6484584,627.0553898,565.9258747,592.7619127,667.8830769,475.867028,563.0912458,522.9413801,550.5930501,469.2787191,513.1976056,614.3454504,747.8602024,855.416352,966.0541821,1020.827044,973.1657568,938.618364,960.1867601,936.9162239,972.2164996,999.1816472,1058.958515,1110.957717,1961.055623,2334.021042,2569.99507,2698.058991,2998.941274,3408.725419,3759.377095,3918.40629
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1240.385955,1293.552088,1378.872152,1455.196853,1573.131421,1688.180237,1828.676079,1933.585766,2076.173828,2256.677338,2452.575344,2693.461801,3088.309326,3712.488842,4166.481755,4574.38387,4938.451561,5543.768425,6567.718914,7533.917406,8349.724943,8414.338616,8277.151286,8495.800571,8745.526018,9129.552209,10988.06868,12595.26324,14088.79617,14581.99407,16273.68399,17088.28639,18216.92942,18226.79888,19345.41325,21155.70982,21202.48427,20799.88615,20633.55654,21456.41992,21824.86093,21532.48955,22178.13157,24768.26079,27540.12344,29086.86811,30697.41234,33560.88217,35679.65733,32989.56118,34639.99663,37310.90742,37328.5856,37554.63684
